alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_nom_fr,"Energie, N x facteur Jones, avec fibres  (kJ/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),AG saturés (g/100 g),Fibres alimentaires (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Vitamine C (mg/100 g)
aides culinaires et ingrédients divers,sels,"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)",0,"0,027",0,0,0,0,0,0,0,"97,8",0
aides culinaires et ingrédients divers,sels,"Fleur de sel, non iodée, non fluorée",0,"3,75",0,0,0,0,0,0,0,"94,3",0
aides culinaires et ingrédients divers,sels,"Sel marin gris, non iodé, non fluoré",0,"5,09",0,0,0,0,0,0,0,"80,5",0
aides culinaires et ingrédients divers,sels,"Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)",0,"0,027",0,0,0,0,0,0,0,"97,8",0
aides culinaires et ingrédients divers,épices,"Curry, poudre",1230,"8,8","14,5","2,63",14,"2,63","1,65","53,2",0,"0,13","0,7"
aides culinaires et ingrédients divers,épices,"Gingembre, poudre",1410,"9,94","8,98","58,3","4,24","3,39","2,6","14,1",0,"0,068","0,7"
aides culinaires et ingrédients divers,épices,"Poivre noir, poudre",1380,9,"13,3","39,5","7,5","0,64","2,9","25,7",0,"0,036","< 0,5"
aides culinaires et ingrédients divers,épices,"Poivre blanc, poudre",1300,"11,4","11,4","48,3","2,11",0,"0,63","26,2",0,"0,013",21
aides culinaires et ingrédients divers,épices,"Cannelle, poudre",1000,"10,6","3,87","27,5","1,22","2,17","0,44","53,1",0,"0,025","3,8"
aides culinaires et ingrédients divers,épices,"Coriandre, graine",1430,"8,88","12,4",13,"17,8",0,"0,97","41,9",0,"0,088",21
aides culinaires et ingrédients divers,épices,Safran,1490,"11,9","11,4","61,5","5,85","42,4","1,59","3,9",0,"0,37","80,8"
aides culinaires et ingrédients divers,épices,"Cumin, graine",1780,"8,06","17,8","33,7","22,3","2,25","1,54","10,5",0,"0,42","7,7"
aides culinaires et ingrédients divers,épices,Noix de muscade,2080,"6,22","5,3","28,5","36,3","2,99","25,9","20,8",0,"0,04",3
aides culinaires et ingrédients divers,épices,Paprika,1320,"11,2","14,1","19,1","12,9","10,3","2,14","34,9",0,"0,17","0,9"
aides culinaires et ingrédients divers,épices,Clou de girofle,1390,"9,87","5,97","31,6",13,"2,38","3,95","33,9",0,"0,69","0,2"
aides culinaires et ingrédients divers,épices,"Laurier, feuille",1480,"5,44","7,61","48,6","8,36","48,6","2,28","26,3",0,"0,058","46,5"
aides culinaires et ingrédients divers,épices,Quatre épices,1460,"8,46","6,09","50,5","8,69",0,"2,55","21,6",0,"0,19","39,2"
aides culinaires et ingrédients divers,épices,"Vanille, gousse",-,0,0,0,0,0,0,0,0,0,0
aides culinaires et ingrédients divers,épices,"Pavot, graine",2280,"5,17","19,7","13,7","43,1","2,99","4,69","14,8",0,"0,059",1
aides culinaires et ingrédients divers,épices,"Carvi, graine",1380,"9,87","19,8","11,9","14,6","0,64","0,62",38,0,"0,043",21
aides culinaires et ingrédients divers,épices,"Vanille, extrait alcoolique",996,"64,5","0,05","2,41",0,0,0,0,0,"0,01",0
aides culinaires et ingrédients divers,épices,"Fenouil, graine",1350,"8,81","15,7","12,5","14,9","12,5","0,48","39,8",0,"0,22",21
aides culinaires et ingrédients divers,épices,"Gingembre, racine crue",137,"90,9","1,1","3,4","1,1",1,"0,09","2,7",0,"0,016","< 0,5"
aides culinaires et ingrédients divers,épices,"Cardamome, poudre",1340,"8,28","10,8","40,5","6,7",0,0,28,0,"0,045",21
aides culinaires et ingrédients divers,épices,"Fenugrec, graine",1470,"7,72","27,1","33,8","6,41","8,7","1,46","24,6",0,"0,17",3
aides culinaires et ingrédients divers,épices,Epice (aliment moyen),1440,"8,86","12,3","37,7","10,4","2,14","4,84","25,9",0,"0,048","2,61"
aides culinaires et ingrédients divers,épices,Poivre de Cayenne ou piment de Cayenne,1560,"8,05",12,"29,4","17,3","10,3","3,26","27,2",0,"0,075","76,4"
aides culinaires et ingrédients divers,épices,"Curcuma, poudre",1220,"12,9","9,68","44,4","3,25","3,21","1,84","22,7",0,"0,068","0,7"
aides culinaires et ingrédients divers,épices,"Vanille, extrait aqueux",245,"85,6","0,03","14,4",0,"14,4",0,0,0,"0,0075",0
aides culinaires et ingrédients divers,herbes,"Ail, cru",470,"67,8","5,31","18,6","< 0,5","1,2","< 0,01","5,8",0,"0,023","< 0,5"
aides culinaires et ingrédients divers,herbes,"Cerfeuil, frais",167,"87,4","3,72","3,63","0,6","0,6","0,22","2,55",0,"0,038",37
aides culinaires et ingrédients divers,herbes,"Ciboule ou Ciboulette, fraîche",124,"90,6","2,57","2,1","0,52","1,75","0,15","3,19",0,"0,028","39,7"
aides culinaires et ingrédients divers,herbes,"Persil, frais",180,"85,5","3,71","3,48","0,63","0,95","0,1","4,3",0,"0,59",177
aides culinaires et ingrédients divers,herbes,"Raifort, cru",-,"69,3","7,5",13,"0,7",0,"0,11","7,5",0,"0,015",152
aides culinaires et ingrédients divers,herbes,"Menthe, fraîche",240,"82,1","3,52","5,3","0,84","5,3","0,22","7,4",0,"0,076","22,6"
aides culinaires et ingrédients divers,herbes,"Basilic, frais",145,"91,7","3,35","2,55","0,47","0,37","0,13","3,47",0,"0,028","14,5"
aides culinaires et ingrédients divers,herbes,"Romarin, frais",498,"67,8","3,31","6,6","5,86",0,"2,84","14,1",0,"0,065","21,8"
aides culinaires et ingrédients divers,herbes,"Sauge, fraîche",152,"85,6",4,"0,97","< 0,5","0,3","< 0,01",7,0,"0,028","< 0,5"
aides culinaires et ingrédients divers,herbes,"Thym, frais",446,"65,1","5,56","10,5","1,68",0,"0,47",14,0,"0,023",160
aides culinaires et ingrédients divers,herbes,Herbes aromatiques fraîches (aliment moyen),206,"84,2","3,58","4,15","0,8","1,99","0,2","5,64",0,"0,28",103
aides culinaires et ingrédients divers,herbes,"Estragon, frais",184,0,"3,8","4,1",traces,"1,2","0,6","6,2",0,"0,025",0
aides culinaires et ingrédients divers,herbes,"Aneth, frais",202,86,"3,93","3,9","1,1","1,2","0,27","3,5",0,"0,15",70
aides culinaires et ingrédients divers,herbes,"Coriandre, fraiche","92,6","92,2","2,13","0,87","0,52","0,87","0,014","2,8",0,"0,12",27
aides culinaires et ingrédients divers,herbes,"Ail, rôti/cuit au four",538,"65,4","5,56","23,8","< 0,5","1,4","< 0,01","2,7",0,"< 0,013","< 0,5"
aides culinaires et ingrédients divers,herbes,"Ail, sauté/poêlé, sans matière grasse",548,"63,5",6,22,"0,4",1,"0,2","5,8",0,"< 0,013","4,09"
aides culinaires et ingrédients divers,herbes,"Ail séché, poudre",1460,"6,48","16,7","62,8","0,77","2,43","0,2","9,45",0,"0,11","2,39"
aides culinaires et ingrédients divers,herbes,"Persil, séché",1210,"3,95",29,"16,8","5,34","7,27","1,38","29,7",0,"1,05",137
aides culinaires et ingrédients divers,herbes,"Menthe, séchée",1180,"11,3","19,9","22,2","6,03",0,"1,58","29,8",0,"0,86",0
aides culinaires et ingrédients divers,herbes,"Basilic, séché",1010,"10,4",23,"10,1","4,07","1,71","2,16","37,7",0,"0,19","0,8"
aides culinaires et ingrédients divers,herbes,"Marjolaine, séchée",1140,"7,64","12,7","20,3","7,04","4,09","0,53","40,3",0,"0,19","51,4"
aides culinaires et ingrédients divers,herbes,"Origan, séché",1100,"9,93",9,"26,4","4,28","4,09","1,55","42,5",0,"0,063","2,3"
aides culinaires et ingrédients divers,herbes,"Romarin, séché",1350,"9,31","4,88","21,5","15,2",0,"7,37","42,6",0,"0,13","61,2"
aides culinaires et ingrédients divers,herbes,"Sauge, séchée",1320,"7,96","10,6","20,4","12,8","1,71","7,03","40,3",0,"0,028","32,4"
aides culinaires et ingrédients divers,herbes,"Thym, séché",1180,"7,79","9,11","26,9","7,43","1,71","2,73",37,0,"0,14",50
aides culinaires et ingrédients divers,herbes,"Herbes de Provence, séchées",1170,"7,1","11,5",23,"7,2","18,5","1,88","40,1",0,"0,088",54
aides culinaires et ingrédients divers,herbes,"Sarriette, séchée",1090,9,"6,73",23,"5,91",0,"3,26","45,7",0,"0,06",50
aides culinaires et ingrédients divers,herbes,"Meloukhia, feuilles de corète séchées, en poudre",994,"8,4",23,"12,7","1,8",0,0,40,0,"0,17",0
aides culinaires et ingrédients divers,algues,"Agar (algue), cru",-,"91,3","0,54","6,25","0,03","0,28","0,006","0,5",0,"0,023",0
aides culinaires et ingrédients divers,algues,"Agar (algue), séché",-,"14,3","4,36",0,"0,3","2,97","0,061",0,0,"0,13",0
aides culinaires et ingrédients divers,algues,"Spiruline (Spirulina sp.), séchée ou déshydratée",-,"4,68","57,5","20,3","7,72","3,1","2,65","3,6",0,"2,62","10,1"
aides culinaires et ingrédients divers,algues,"Wakamé (Undaria pinnatifida), séchée ou déshydratée",760,"8,54","14,1","5,7","2,51",0,"0,3","41,4",0,"12,9",28
aides culinaires et ingrédients divers,algues,"Laitue de mer (Ulva sp.), séchée ou déshydratée",856,"10,9","15,9","13,8","2,03",0,"0,36","34,4",0,"4,93","54,6"
aides culinaires et ingrédients divers,algues,"Kombu royal (Saccharina latissima), séchée ou déshydratée",849,"8,63","10,3","23,6","1,07",0,"0,25","29,3",0,"9,08","11,4"
aides culinaires et ingrédients divers,algues,"Nori (Porphyra sp.), séchée ou déshydratée",1060,"6,54","31,5","10,5","1,63",0,0,"36,3",0,"4,96","57,3"
aides culinaires et ingrédients divers,algues,"Dulse (Palmaria palmata), séchée ou déshydratée",949,"6,72","17,2","22,6","1,33",0,0,28,0,"4,15","83,6"
aides culinaires et ingrédients divers,algues,"Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée",931,"9,5","8,38","24,2","2,65",0,"0,74","34,8",0,"6,41","15,1"
aides culinaires et ingrédients divers,algues,"Kombu breton (Laminaria digitata), séchée ou déshydratée",905,"5,31","9,51","25,6","1,13",0,"0,15","33,2",0,"7,87","0,024"
aides culinaires et ingrédients divers,algues,"Haricot de mer (Himanthalia elongata), séchée ou déshydratée",998,"8,09","10,1","28,3","2,63",0,0,31,0,"9,22","62,8"
aides culinaires et ingrédients divers,algues,"Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée",1010,"8,4","16,5","18,8","3,54",0,0,35,0,"7,8",0
aides culinaires et ingrédients divers,algues,"Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté",799,"11,6","7,41","15,7","1,33",0,"0,35","44,6",0,"10,1",0
aides culinaires et ingrédients divers,algues,"Ao-nori (Enteromorpha sp.), séchée ou déshydratée",932,"7,65","13,7","18,8","2,47",0,"0,23",36,0,"11,9","35,4"
aides culinaires et ingrédients divers,algues,"Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté",978,"10,7","16,6","21,5","2,3",0,"0,1","30,6",0,"5,17","14,3"
aides culinaires et ingrédients divers,algues,"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté",874,"10,8","7,22","18,5","2,78",0,0,"41,8",0,"7,15","94,8"
aides culinaires et ingrédients divers,algues,"Wakamé atlantique (Alaria esculenta), séchée ou déshydratée",769,"10,3","12,3","6,28","1,53",0,0,"49,5",0,"4,81",0
aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,Boisson diététique pour le sport,-,"92,6","< 0,05","5,26","0,14","5,26",0,0,0,"0,13",0
aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,"Substitut de repas hypocalorique, crème dessert",409,"79,6","6,43","11,1","2,75","6,57","0,98","1,18",10,"0,21","6,43"
aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,"Substitut de repas hypocalorique, prêt à boire",384,"79,7","6,79","10,4","2,45","7,2","0,55","< 0,5","3,4","0,19","20,3"
aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé",348,"80,6","6,09","10,1","1,73","9,3","0,2","1,18",10,"0,43","4,85"
aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake",369,80,"6,19","10,2","2,28",10,"0,28","0,63",10,"0,19","6,78"
aides culinaires et ingrédients divers,aides culinaires et ingrédients pour végétariens,Son de blé,,0,0,0,0,0,0,0,0,0,0
aides culinaires et ingrédients divers,ingrédients divers,Son de blé,1160,"9,05","15,4","23,6","4,35","2,46","0,84",42,0,"0,033",0
aides culinaires et ingrédients divers,ingrédients divers,Son d'avoine,1510,"7,53","15,8",51,"6,48","2,23","1,16","16,7",0,"0,016",0
aides culinaires et ingrédients divers,ingrédients divers,Son de maïs,921,"4,71","8,36","6,65","0,92",0,"0,13",79,0,"0,018",0
aides culinaires et ingrédients divers,ingrédients divers,Son de riz,1650,"6,12","13,9","28,1","20,9","0,9","4,17",21,0,"0,013",0
aides culinaires et ingrédients divers,ingrédients divers,Son (aliment moyen),1450,"7,8","15,7",46,"6,09","2,27","1,1","21,3",0,"0,019",0
aides culinaires et ingrédients divers,ingrédients divers,Germe de blé,1540,"7,5","27,2","35,1","9,5",10,"1,83","16,3",0,"0,018","< 0,5"
aides culinaires et ingrédients divers,ingrédients divers,"Gélatine, sèche",1480,"11,7","86,9",0,"0,1",0,"0,036",0,0,"0,75",0
aides culinaires et ingrédients divers,ingrédients divers,Levure alimentaire,1400,5,"40,4","21,8","4,5","2,5","0,7","22,5","< 0,7","0,35","< 0,5"
aides culinaires et ingrédients divers,ingrédients divers,"Levure de boulanger, compressée",-,69,"8,23","11,9","1,9",0,"0,26","7,15",0,"0,058","0,1"
aides culinaires et ingrédients divers,ingrédients divers,"Levure de boulanger, déshydratée",-,"2,94","44,5","17,9","6,37",0,"1,5","23,3",0,"0,56","0,3"
aides culinaires et ingrédients divers,ingrédients divers,Levure chimique ou Poudre à lever,-,"5,4","1,96","33,2","0,2","0,1","< 0,1","1,9",0,0,0
aides culinaires et ingrédients divers,ingrédients divers,"Préparation culinaire à base de soja, type ""crème de soja""",-,"78,5","3,25","2,03","14,7","1,6","1,65",0,0,"0,063",0
aides culinaires et ingrédients divers,ingrédients divers,Bicarbonate de soude,"1,7","0,2","0,1",0,0,0,0,0,0,0,0
aides culinaires et ingrédients divers,ingrédients divers,"Tofu soyeux, préemballé",219,"89,4","4,57","1,53","2,9","1,13","0,47","0,6",0,"< 0,013","< 0,5"
aides culinaires et ingrédients divers,ingrédients divers,Miso,-,48,"10,7","18,1","5,31","6,2","1,01","5,4",0,"8,35",0
aides culinaires et ingrédients divers,ingrédients divers,Sirop pour fruits appertisés au sirop,-,"80,6","< 0,5","18,4","< 0,5","14,9",0,"< 0,5",0,"0,019","< 0,5"
aides culinaires et ingrédients divers,ingrédients divers,Sirop léger pour fruits appertisés au sirop,-,"84,3","0,34",15,"< 0,5","13,6",0,"< 0,5",0,"0,011","4,5"
aides culinaires et ingrédients divers,ingrédients divers,Jus d'ananas pour ananas appertisé au jus,-,"85,5","< 0,5","13,7","< 0,5","12,2",0,"< 0,5",0,"0,0014","4,95"
aides culinaires et ingrédients divers,ingrédients divers,Sirop léger pour poire appertisée,258,"84,2","< 0,5","14,6","< 0,3","12,5",0,"< 0,5",0,"0,0043","0,66"
aides culinaires et ingrédients divers,ingrédients divers,Gélifiant pour confitures,1170,"7,2",0,62,0,62,0,15,0,0,0
aides culinaires et ingrédients divers,ingrédients divers,Gelée royale,-,66,13,14,4,14,0,0,0,0,12
aides culinaires et ingrédients divers,ingrédients divers,"Pollen, partiellement séché",1510,"7,58","21,9","52,5","4,2","36,5",0,"11,3",0,"0,22",0
aides culinaires et ingrédients divers,ingrédients divers,"Pollen,frais",1200,0,"17,5","37,7","5,17","26,8","1,81","9,07",0,0,"6,34"
aides culinaires et ingrédients divers,ingrédients divers,Base de pizza à la crème,1100,0,"7,7","51,1","2,6","1,8","0,8",1,0,"1,75",0
aides culinaires et ingrédients divers,ingrédients divers,Base de pizza tomatée,983,0,"6,9","44,6","2,7","1,5","0,8",1,0,"1,75",0
aides culinaires et ingrédients divers,ingrédients divers,Lécithine de soja,3210,1,0,8,83,"3,3","12,6",traces,0,"0,038",0
aliments infantiles,laits et boissons infantiles,"Lait 1er âge, poudre soluble (préparation pour nourrissons)",2080,"1,17","10,9",55,"25,3","38,7",0,"2,48",0,"0,4",0
aliments infantiles,laits et boissons infantiles,"Lait 2e âge, poudre soluble (préparation de suite)",2030,0,"11,6","56,3","23,2","36,4",0,"2,14",0,"0,46",0
aliments infantiles,laits et boissons infantiles,Boisson aux fruits pour bébé dès 4/6mois,-,"90,2","< 0,5","9,5","< 0,5","8,23","< 0,0002","< 0,5",< 700,"0,0017","26,8"
aliments infantiles,laits et boissons infantiles,Boisson à base de plantes pour bébé,-,"94,2","< 0,5","5,8","< 0,5","4,97","< 0,0002","< 0,5",< 700,"0,0017","< 0,5"
aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois,346,"82,2","2,14","11,6","2,83","3,71","1,42","0,9","1,36","0,09","6,28"
aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois,284,"85,8","1,75","7,7",3,"6,8","1,23","1,5","2,04","0,096","3,92"
aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois,352,"81,2","1,98","12,1","2,7","5,7","1,26",< 3,0,"0,08","10,8"
aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois,354,"81,3","2,36","11,6","2,8","5,57","1,26",< 3,0,"0,083",16
aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois,364,81,"2,23","12,6","2,78","4,7","1,19","1,1",0,"0,066","9,56"
aliments infantiles,laits et boissons infantiles,Boisson infantile lactées aux fruits pour le goûter dès 4/6 mois (sans céréales),318,"83,1","1,85","10,4","2,6","5,78","1,15",< 3,0,"0,048",0
aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées aux légumes pour diner dès 12 mois,-,0,0,"23,6","8,93","16,2",0,"1,45",0,"0,094",27
aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées pour le petit déjeuner,360,"81,6","1,9","12,7","2,89","4,7","1,23","0,6","1,28","0,083","5,19"
aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées (aliment moyen),364,81,"2,22","12,6","2,78","4,71","1,19","1,1",0,"0,066","9,59"
aliments infantiles,laits et boissons infantiles,"Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge)",256,"87,7","1,28","7,77","2,71","5,98","1,1",0,"4,54","0,06","10,4"
aliments infantiles,laits et boissons infantiles,"Lait 1er âge, prêt à consommer (préparation pour nourrissons)",301,"86,3","1,21","8,04","3,79","6,72","1,48","< 0,5","2,33","0,04","3,18"
aliments infantiles,laits et boissons infantiles,"Lait 2e âge, prêt à consommer (préparation pour nourrissons)",273,"86,7","1,21","8,23","2,9","5,63","1,14","0,5","2,5","0,055","2,26"
aliments infantiles,laits et boissons infantiles,"Lait infantile pour prématurés, prêt à consommer",-,0,0,"48,5","24,7",35,0,"3,55",0,"0,93",142
aliments infantiles,petits pots salés et plats infantiles,"Petit pot légumes, dès 4-6 mois",110,"92,2","0,9","3,8","< 0,5","3,7","< 0,0002","2,6",< 700,"0,042","< 0,5"
aliments infantiles,petits pots salés et plats infantiles,"Petit pot légumes, avec féculent, dès 4/6 mois",175,"89,8","1,3","6,45","0,8","0,5","0,088","1,75",< 700,"0,022","0,82"
aliments infantiles,petits pots salés et plats infantiles,"Plat légumes, avec féculent, dès 6-8 mois",180,"88,6","1,2","6,9","0,7","2,8","0,066","2,1",< 700,"0,24","1,87"
